V (Volt),I (Ampere),V_err (Volt),I_err (Ampere)
6.358064516129032,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.348387096774193,0.00034317089910775565,0.013685937700384903,0.00024265846986497853
6.377419354838709,0.0,0.01368593770038459,0.0
6.406451612903226,0.0,0.0,0.0
6.469354838709677,0.004118050789293068,0.06500820407682767,0.0024265846986497855
6.3435483870967735,0.00034317089910775565,0.023950390975673582,0.00024265846986497853
6.391935483870967,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.382258064516129,0.00034317089910775565,0.003421484425096226,0.00024265846986497853
6.396774193548387,0.008236101578586135,0.013685937700384903,0.0053384863370295275
6.362903225806451,0.00034317089910775565,0.003421484425096226,0.00024265846986497853
6.382258064516129,0.0017158544955387781,0.01710742212548113,0.0007279754095949355
6.348387096774193,0.0,0.027371875400769807,0.0
6.382258064516129,0.0013726835964310226,0.01710742212548113,0.000485316939729957
6.348387096774193,0.01098146877144818,0.006842968850192452,0.007765071035679313
6.3677419354838705,0.0,0.006842968850192452,0.0
6.3435483870967735,0.0006863417982155113,0.023950390975673582,0.0
6.387096774193548,0.0,0.0,0.0
6.3677419354838705,0.0,0.0,0.0
6.324193548387097,0.0006863417982155113,0.003421484425095912,0.0
6.377419354838709,0.0,0.01368593770038459,0.0
6.348387096774193,0.0013726835964310226,0.027371875400769807,0.0009706338794599141
6.3677419354838705,0.0,0.020528906550577042,0.0
6.36290322580645,0.0,0.023950390975673266,0.0
6.329032258064515,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
6.358064516129032,0.0,0.02737187540076918,0.0
6.401612903225805,0.0,0.030793359825865403,0.0
6.3193548387096765,0.0013726835964310226,0.020528906550577042,0.0009706338794599141
6.3,0.0030885380919698007,0.05474375080153898,0.0012132923493248925
6.3193548387096765,0.0,0.013685937700384903,0.0
6.36290322580645,0.0,0.07869414177721257,0.0
6.348387096774193,0.003774879890185312,0.020528906550577042,0.0016986092890548497
6.3193548387096765,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.3435483870967735,0.0,0.010264453275288677,0.0
6.324193548387096,0.0006863417982155113,0.010264453275288677,0.00048531693972995706
6.329032258064515,0.0,0.006842968850192138,0.0
6.3435483870967735,0.0,0.010264453275288677,0.0
6.37258064516129,0.0,0.023950390975673582,0.0
6.449999999999999,0.00034317089910775565,0.05132226637644276,0.00024265846986497853
6.362903225806452,0.00034317089910775565,0.03079335982586572,0.00024265846986497853
6.353225806451612,0.0006863417982155113,0.003421484425096226,0.00048531693972995706
6.362903225806451,0.0010295126973232668,0.010264453275288677,0.0007279754095949355
6.324193548387096,0.0,0.010264453275288677,0.0
6.299999999999999,0.0010295126973232668,0.006842968850192138,0.0007279754095949355
6.309677419354838,0.0,0.020528906550577354,0.0
6.353225806451612,0.005833905284831845,0.01710742212548113,0.004125193987704634
6.304838709677419,0.003774879890185312,0.03079335982586572,0.0016986092890548497
6.304838709677419,0.0006863417982155113,0.04447929752625031,0.00048531693972995706
6.353225806451612,0.0006863417982155113,0.003421484425096226,0.00048531693972995706
6.329032258064515,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
6.3193548387096765,0.0010295126973232668,0.006842968850192452,0.0007279754095949355
6.3193548387096765,0.0006863417982155113,0.006842968850192452,0.0
6.280645161290323,0.0017158544955387781,0.006842968850192138,0.00024265846986497845
6.329032258064515,0.0006863417982155113,0.02737187540076949,0.00048531693972995706
6.338709677419354,0.0,0.006842968850192452,0.0
6.261290322580645,0.0,0.00684296885019308,0.0
6.29032258064516,0.0,0.006842968850192452,0.0
6.309677419354838,0.00034317089910775565,0.020528906550577354,0.00024265846986497853
6.285483870967742,0.0,0.017107422125480814,0.0
6.275806451612902,0.0,0.01710742212548113,0.0
6.338709677419354,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.304838709677419,0.0,0.010264453275288677,0.0
6.338709677419354,0.0006863417982155113,0.041057813101154396,0.00048531693972995706
6.324193548387096,0.001029512697323267,0.01710742212548113,0.00024265846986497853
6.2951612903225795,0.00034317089910775565,0.03079335982586603,0.00024265846986497853
6.304838709677419,0.0013726835964310226,0.023950390975672954,0.0009706338794599141
6.29032258064516,0.0,0.006842968850192452,0.0
6.270967741935484,0.00034317089910775565,0.0,0.00024265846986497853
6.29032258064516,0.0006863417982155113,0.006842968850192452,0.0
6.343548387096774,0.0020590253946465337,0.017107422125480814,0.001455950819189871
6.285483870967742,0.0006863417982155113,0.00342148442509654,0.00048531693972995706
6.29516129032258,0.014413177762525736,0.017107422125480814,0.009221021854869184
6.314516129032258,0.0030885380919698007,0.017107422125480814,0.0016986092890548497
6.290322580645161,0.0013726835964310226,0.03421484425096163,0.0009706338794599141
6.285483870967742,0.0,0.00342148442509654,0.0
6.319354838709677,0.00549073438572409,0.03421484425096163,0.0038825355178396565
6.309677419354838,0.0,0.03421484425096195,0.0
6.304838709677419,0.0006863417982155113,0.010264453275288677,0.00048531693972995706
6.280645161290321,0.001029512697323267,0.020528906550577354,0.00024265846986497853
6.304838709677418,0.0,0.01710742212548113,0.0
6.333870967741935,0.005833905284831845,0.01710742212548113,0.004125193987704634
6.275806451612903,0.0006863417982155113,0.010264453275288677,0.00048531693972995706
6.285483870967742,0.0,0.017107422125480814,0.0
6.275806451612903,0.0,0.010264453275288677,0.0
6.285483870967742,0.0,0.017107422125480814,0.0
6.3193548387096765,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.304838709677419,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.256451612903225,0.005833905284831846,0.017107422125480814,0.003639877047974678
6.285483870967742,0.0,0.00342148442509654,0.0
6.280645161290321,0.00034317089910775565,0.01368593770038459,0.00024265846986497853
6.227419354838709,0.0,0.003421484425095912,0.0
6.275806451612903,0.0037748798901853123,0.023950390975672954,0.002669243168514764
6.29516129032258,0.0006863417982155113,0.003421484425095912,0.00048531693972995706
6.314516129032258,0.0006863417982155113,0.00342148442509654,0.00048531693972995706
6.198387096774194,0.0,0.051322266376443076,0.0
6.29516129032258,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
6.270967741935484,0.00034317089910775565,0.03421484425096195,0.00024265846986497853
6.266129032258064,0.0010295126973232668,0.00342148442509654,0.0007279754095949355
6.290322580645161,0.001029512697323267,0.013685937700384275,0.00024265846986497853
6.275806451612903,0.0,0.023950390975672954,0.0
6.251612903225806,0.001029512697323267,0.020528906550576726,0.00024265846986497853
6.2467741935483865,0.0006863417982155113,0.010264453275288677,0.00048531693972995706
6.29032258064516,0.0010295126973232668,0.006842968850192452,0.0007279754095949355
6.29516129032258,0.001029512697323267,0.017107422125480814,0.00024265846986497853
6.227419354838709,0.008922443376801646,0.017107422125480814,0.005823803276759484
6.314516129032257,0.0,0.010264453275288677,0.0
6.217741935483871,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
6.241935483870966,0.0017158544955387781,0.006842968850192138,0.0007279754095949355
6.2951612903225795,0.0,0.010264453275288677,0.0
6.309677419354838,0.0,0.061586719651731126,0.0
6.217741935483871,0.0006863417982155113,0.003421484425096226,0.0
6.241935483870968,0.007206588881262868,0.020528906550577354,0.005095827867164549
6.261290322580645,0.0037748798901853123,0.0,0.002669243168514764
6.261290322580645,0.005147563486616334,0.00684296885019308,0.0031545601082447207
6.256451612903225,0.0006863417982155113,0.017107422125480814,0.00048531693972995706
6.251612903225807,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
6.208064516129031,0.0034317089910775563,0.017107422125480814,0.001455950819189871
6.208064516129031,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
6.232258064516129,0.0,0.006842968850192452,0.0
6.290322580645161,0.00034317089910775565,0.04790078195134653,0.00024265846986497853
6.261290322580645,0.00034317089910775565,0.020528906550577354,0.00024265846986497853
6.22741935483871,0.0,0.010264453275288677,0.0
6.256451612903225,0.00034317089910775565,0.00342148442509654,0.00024265846986497853
6.338709677419355,0.00034317089910775565,0.0684296885019239,0.00024265846986497853
6.251612903225805,0.008922443376801648,0.03421484425096195,0.0014559508191898714
6.2225806451612895,0.0,0.020528906550576726,0.0
6.261290322580645,0.00034317089910775565,0.00684296885019308,0.00024265846986497853
6.227419354838709,0.0,0.003421484425095912,0.0
6.22258064516129,0.0034317089910775563,0.006842968850192138,0.002426584698649785
6.22741935483871,0.001029512697323267,0.010264453275288677,0.00024265846986497853
6.237096774193548,0.00034317089910775565,0.010264453275288049,0.00024265846986497853
6.237096774193548,0.0013726835964310226,0.010264453275288049,0.0009706338794599141
6.232258064516129,0.00034317089910775565,0.027371875400769807,0.00024265846986497853
6.338709677419354,0.0,0.06158671965173175,0.0
6.246774193548387,0.0030885380919698007,0.01710742212548113,0.0016986092890548497
6.256451612903225,0.0,0.017107422125480814,0.0
6.256451612903225,0.0024021962937542892,0.023950390975673266,0.0016986092890548495
6.251612903225807,0.005833905284831845,0.006842968850192138,0.004125193987704634
6.232258064516129,0.0006863417982155113,0.006842968850192452,0.00048531693972995706
6.241935483870968,0.00034317089910775565,0.03421484425096195,0.00024265846986497853
6.237096774193548,0.0006863417982155113,0.023950390975673894,0.00048531693972995706
6.241935483870968,0.00034317089910775565,0.03421484425096195,0.00024265846986497853
6.2225806451612895,0.0020590253946465337,0.020528906550576726,0.001455950819189871
6.22258064516129,0.011324639670555936,0.013685937700385217,0.008007729505544292
6.212903225806452,0.0,0.01368593770038459,0.0
6.251612903225807,0.0,0.006842968850192138,0.0
6.251612903225806,0.0,0.020528906550576726,0.0
6.227419354838709,0.0006863417982155113,0.003421484425095912,0.00048531693972995706
6.21774193548387,0.0,0.023950390975672954,0.0
6.266129032258063,0.0034317089910775563,0.010264453275288677,0.000970633879459914
6.21774193548387,0.0034317089910775563,0.023950390975672954,0.001455950819189871
6.179032258064516,0.0010295126973232668,0.010264453275288677,0.0007279754095949355
6.261290322580645,0.0,0.013685937700384275,0.0
6.208064516129031,0.001029512697323267,0.00342148442509654,0.00024265846986497853
6.208064516129031,0.0010295126973232668,0.00342148442509654,0.0007279754095949355
6.266129032258064,0.0,0.05816523522663521,0.0
6.256451612903225,0.0,0.017107422125480814,0.0
6.198387096774193,0.0006863417982155113,0.010264453275288677,0.0
6.212903225806452,0.0,0.020528906550577354,0.0
6.2467741935483865,0.0030885380919698007,0.003421484425095598,0.0016986092890548497
6.22258064516129,0.0006863417982155113,0.006842968850192138,0.0
6.22258064516129,0.0006863417982155113,0.0,0.00048531693972995706
6.188709677419355,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
6.212903225806452,0.0,0.01368593770038459,0.0
6.2225806451612895,0.0,0.020528906550576726,0.0
6.217741935483871,0.0013726835964310226,0.003421484425096226,0.000485316939729957
6.193548387096774,0.0,0.013685937700384903,0.0
6.212903225806452,0.0,0.01368593770038459,0.0
6.227419354838709,0.0013726835964310226,0.003421484425095912,0.0009706338794599141
6.212903225806452,0.0034317089910775563,0.01368593770038459,0.002426584698649785
6.208064516129032,0.002745367192862045,0.010264453275288677,0.00048531693972995706
6.241935483870966,0.0017158544955387781,0.006842968850192138,0.0007279754095949355
6.208064516129031,0.0,0.00342148442509654,0.0
6.232258064516129,0.0013726835964310226,0.006842968850192452,0.0
6.22258064516129,0.0,0.006842968850192138,0.0
6.208064516129031,0.0020590253946465337,0.030793359825865403,0.0009706338794599141
6.208064516129031,0.0,0.00342148442509654,0.0
6.232258064516128,0.00034317089910775565,0.020528906550577354,0.00024265846986497853
6.217741935483871,0.0,0.01710742212548113,0.0
6.22258064516129,0.0,0.02737187540076949,0.0
6.232258064516128,0.0,0.013685937700384275,0.0
6.1983870967741925,0.00034317089910775565,0.03763632867605786,0.00024265846986497853
6.169354838709677,0.0017158544955387781,0.01710742212548113,0.0007279754095949355
6.232258064516128,0.002745367192862045,0.0,0.000970633879459914
6.179032258064516,0.0030885380919698007,0.023950390975673582,0.0021839262287848067
6.179032258064516,0.0013726835964310226,0.023950390975673582,0.000485316939729957
6.22741935483871,0.0,0.010264453275288677,0.0
6.179032258064516,0.0,0.03079335982586603,0.0
6.188709677419355,0.0,0.01710742212548113,0.0
6.208064516129032,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.188709677419354,0.0,0.010264453275288363,0.0
6.198387096774193,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.261290322580645,0.001029512697323267,0.020528906550577354,0.00024265846986497853
6.169354838709678,0.00034317089910775565,0.03079335982586572,0.00024265846986497853
6.174193548387096,0.0,0.027371875400769807,0.0
6.212903225806452,0.0,0.020528906550577354,0.0
6.183870967741935,0.0075497597803706245,0.006842968850192452,0.005338486337029528
6.164516129032258,0.00034317089910775565,0.013685937700384903,0.00024265846986497853
6.198387096774193,0.00034317089910775565,0.01710742212548113,0.00024265846986497853
6.203225806451613,0.0,0.006842968850192452,0.0
6.193548387096774,0.0,0.013685937700384903,0.0
6.208064516129032,0.00034317089910775565,0.023950390975673582,0.00024265846986497853
6.164516129032258,0.0017158544955387781,0.013685937700384903,0.0012132923493248925
6.164516129032258,0.0006863417982155113,0.020528906550577354,0.00048531693972995706
6.188709677419354,0.0,0.010264453275288363,0.0
6.212903225806452,0.0010295126973232668,0.01368593770038459,0.0007279754095949355
6.212903225806452,0.0013726835964310226,0.0,0.000485316939729957
6.164516129032258,0.00034317089910775565,0.02737187540076918,0.00024265846986497853
6.169354838709676,0.00034317089910775565,0.023950390975673266,0.00024265846986497853
6.217741935483871,0.0006863417982155113,0.003421484425096226,0.00048531693972995706
6.135483870967741,0.0013726835964310226,0.013685937700384903,0.000485316939729957
6.140322580645162,0.0006863417982155113,0.010264453275288363,0.0
6.22258064516129,0.00034317089910775565,0.006842968850192138,0.00024265846986497853
6.22741935483871,0.0048043925875085785,0.010264453275288677,0.003397218578109699
6.169354838709677,0.012354152367879203,0.037636328676058484,0.008735704915139227
6.183870967741935,0.0006863417982155113,0.020528906550577354,0.00048531693972995706
6.159677419354838,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.1499999999999995,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.193548387096774,0.0,0.006842968850192138,0.0
6.174193548387096,0.013040494166094714,0.020528906550577042,0.00825038797540927
6.154838709677419,0.0,0.020528906550577042,0.0
6.193548387096774,0.0030885380919698007,0.02737187540076949,0.0007279754095949355
6.120967741935484,0.00034317089910775565,0.05132226637644276,0.00024265846986497853
6.14516129032258,0.0013726835964310226,0.006842968850192452,0.0009706338794599141
6.174193548387096,0.0,0.013685937700384903,0.0
6.154838709677419,0.0,0.013685937700384903,0.0
6.164516129032258,0.00034317089910775565,0.02737187540076918,0.00024265846986497853
6.164516129032258,0.0,0.020528906550577354,0.0
6.154838709677419,0.0020590253946465337,0.020528906550577042,0.001455950819189871
6.140322580645162,0.00549073438572409,0.010264453275288363,0.0038825355178396565
6.174193548387096,0.0,0.03421484425096195,0.0
6.179032258064516,0.0006863417982155113,0.003421484425096226,0.00048531693972995706
6.14516129032258,0.0,0.027371875400769807,0.0
6.140322580645161,0.00034317089910775565,0.023950390975673582,0.00024265846986497853
6.164516129032258,0.01475634866163349,0.03421484425096226,0.009463680324734162
6.188709677419355,0.00034317089910775565,0.003421484425096226,0.00024265846986497853
6.1499999999999995,0.0,0.023950390975673582,0.0
6.251612903225806,0.006177076183939601,0.041057813101154084,0.003882535517839656
6.169354838709677,0.0,0.003421484425096226,0.0
6.120967741935484,0.0,0.00342148442509654,0.0
6.140322580645161,0.00034317089910775565,0.003421484425096226,0.00024265846986497853
6.135483870967741,0.0010295126973232668,0.013685937700384903,0.0007279754095949355
6.120967741935483,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.169354838709678,0.0,0.03079335982586572,0.0
6.116129032258064,0.0006863417982155113,0.006842968850192766,0.00048531693972995706
6.164516129032258,0.0006863417982155113,0.02737187540076918,0.00048531693972995706
6.140322580645161,0.0006863417982155113,0.01710742212548113,0.0
6.154838709677419,0.0,0.006842968850192452,0.0
6.111290322580644,0.0,0.01710742212548113,0.0
6.116129032258064,0.00034317089910775565,0.01368593770038459,0.00024265846986497853
6.227419354838709,0.00034317089910775565,0.03763632867605786,0.00024265846986497853
6.169354838709677,0.0010295126973232668,0.037636328676058484,0.0007279754095949355
6.174193548387096,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.174193548387096,0.0,0.020528906550577042,0.0
6.14516129032258,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.116129032258064,0.0006863417982155113,0.01368593770038459,0.00048531693972995706
6.135483870967741,0.00034317089910775565,0.0,0.00024265846986497853
6.159677419354838,0.0,0.010264453275288677,0.0
6.15,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
6.1258064516129025,0.0010295126973232668,0.006842968850192452,0.0007279754095949355
6.174193548387096,0.00034317089910775565,0.027371875400769807,0.00024265846986497853
6.111290322580645,0.0,0.023950390975672954,0.0
6.087096774193549,0.0013726835964310226,0.006842968850192138,0.0009706338794599141
6.159677419354838,0.0006863417982155113,0.01710742212548113,0.00048531693972995706
6.14516129032258,0.00034317089910775565,0.01368593770038459,0.00024265846986497853
6.096774193548387,0.00549073438572409,0.020528906550577354,0.0033972185781096995
6.169354838709677,0.0006863417982155113,0.010264453275288677,0.0
6.087096774193549,0.0,0.006842968850192138,0.0
6.154838709677419,0.0,0.020528906550577042,0.0
6.154838709677419,0.0017158544955387781,0.027371875400769807,0.00024265846986497845
6.154838709677419,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.140322580645162,0.00034317089910775565,0.010264453275288363,0.00024265846986497853
6.135483870967742,0.0,0.041057813101154084,0.0
6.140322580645161,0.0006863417982155113,0.01710742212548113,0.00048531693972995706
6.14516129032258,0.0006863417982155113,0.020528906550577354,0.0
6.120967741935484,0.0,0.00342148442509654,0.0
6.140322580645161,0.002745367192862045,0.01710742212548113,0.0019412677589198282
6.1499999999999995,0.0006863417982155113,0.010264453275288677,0.0
6.1258064516129025,0.0017158544955387781,0.013685937700384903,0.00024265846986497845
6.1258064516129025,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.135483870967741,0.0075497597803706245,0.006842968850192138,0.005338486337029528
6.140322580645161,0.0010295126973232668,0.023950390975673582,0.0007279754095949355
6.154838709677419,0.00034317089910775565,0.006842968850192452,0.00024265846986497853
6.159677419354838,0.0,0.01710742212548113,0.0
6.120967741935483,0.0,0.010264453275288677,0.0
6.130645161290323,0.0010295126973232668,0.003421484425095912,0.0007279754095949355
6.14516129032258,0.001029512697323267,0.006842968850192452,0.00024265846986497853
6.120967741935484,0.0024021962937542897,0.017107422125480814,0.0007279754095949355
6.087096774193547,0.00034317089910775565,0.0,0.00024265846986497853
6.116129032258064,0.0,0.03421484425096195,0.0
6.159677419354839,0.0048043925875085785,0.023950390975673266,0.003397218578109699
6.14516129032258,0.006520247083047357,0.0,0.004125193987704635
6.164516129032258,0.0,0.013685937700384903,0.0
6.135483870967741,0.005833905284831845,0.020528906550577354,0.004125193987704634
6.169354838709677,0.0030885380919698007,0.010264453275288677,0.0007279754095949355
6.1499999999999995,0.00034317089910775565,0.023950390975673582,0.00024265846986497853
6.120967741935484,0.00034317089910775565,0.00342148442509654,0.00024265846986497853
6.091935483870968,0.00034317089910775565,0.010264453275288049,0.00024265846986497853
6.072580645161289,0.0,0.010264453275288677,0.0
6.101612903225806,0.00034317089910775565,0.023950390975673266,0.00024265846986497853
6.140322580645161,0.002745367192862045,0.003421484425096226,0.0019412677589198282
6.135483870967741,0.0,0.006842968850192138,0.0
6.232258064516128,0.0006863417982155113,0.04790078195134653,0.00048531693972995706
6.096774193548386,0.00034317089910775565,0.027371875400769807,0.00024265846986497853
6.101612903225806,0.002059025394646534,0.023950390975673266,0.00048531693972995706
6.111290322580645,0.0006863417982155113,0.023950390975672954,0.0
6.072580645161289,0.0,0.010264453275288677,0.0
6.125806451612903,0.0,0.0,0.0
6.1016129032258055,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.043548387096774,0.0,0.04447929752625031,0.0
6.116129032258064,0.0010295126973232668,0.01368593770038459,0.0007279754095949355
6.101612903225806,0.0048043925875085785,0.003421484425095912,0.002911901638379742
6.106451612903225,0.004461221688400823,0.006842968850192138,0.0031545601082447207
6.135483870967742,0.0013726835964310226,0.041057813101154084,0.000485316939729957
6.130645161290322,0.0006863417982155113,0.010264453275288677,0.0
6.106451612903225,0.00034317089910775565,0.03421484425096226,0.00024265846986497853
6.082258064516129,0.0,0.023950390975672954,0.0
6.106451612903225,0.0,0.0,0.0
6.135483870967741,0.001029512697323267,0.02737187540076949,0.00024265846986497853
6.106451612903226,0.0024021962937542892,0.020528906550576726,0.0016986092890548495
6.106451612903225,0.0037748798901853123,0.03421484425096226,0.002669243168514764
6.106451612903225,0.0,0.006842968850192138,0.0
6.130645161290323,0.0024021962937542892,0.003421484425095912,0.0016986092890548495
6.096774193548386,0.0,0.041057813101154396,0.0
6.111290322580644,0.0,0.003421484425096226,0.0
6.091935483870968,0.004461221688400823,0.017107422125480814,0.00024265846986497845
6.101612903225806,0.00034317089910775565,0.017107422125480814,0.00024265846986497853
6.082258064516129,0.00034317089910775565,0.03079335982586603,0.00024265846986497853
6.043548387096774,0.0,0.017107422125480814,0.0
6.082258064516128,0.0017158544955387781,0.01710742212548113,0.0012132923493248925
6.120967741935483,0.001029512697323267,0.010264453275288677,0.00024265846986497853
6.140322580645162,0.0,0.07185117292702042,0.0
6.111290322580645,0.006863417982155113,0.023950390975672954,0.001455950819189871
6.111290322580645,0.0010295126973232668,0.023950390975672954,0.0007279754095949355
6.058064516129032,0.0061770761839396015,0.020528906550576726,0.0033972185781096995
6.1016129032258055,0.00034317089910775565,0.010264453275288677,0.00024265846986497853
6.091935483870968,0.0,0.010264453275288049,0.0
6.091935483870968,0.00034317089910775565,0.010264453275288049,0.00024265846986497853
